ID;date;species;simp_species;simp_confidence_index;confidence_index;success;manual_check
EB506;20151008;Nyclei;Nyclei;0.1;0.072;0;Pipkuh
HC10008;20150928;Pipkuh;Pipkuh;0.1;0.078;1;Pipkuh
HB5008;20151006;Barbar;Barbar;0.1;0.082;0;Interference
HC4007;20150917;Pipkuh;Pipkuh;0.1;0.082;0;Orthoptera
HC9007;20150927;Pipkuh;Pipkuh;0.1;0.084;0;Orthoptera
HC7002;20150917;Pleaur;Plesp;0.1;0.086;0;Orthoptera
HC9002;20150917;Pipkuh;Pipkuh;0.1;0.086;0;Pippip
HB10001;20150918;Myocap;Myosp;0.1;0.088;0;Orthoptera
HC6003;20150918;Myocap;Myosp;0.1;0.088;0;Orthoptera
HC4006;20150918;Myocap;Myosp;0.1;0.088;0;Orthoptera
HC5005;20150927;Barbar;Barbar;0.1;0.088;0;Myosp
HC3004;20150917;Pleaus;Plesp;0.1;0.088;0;Orthoptera
TEA251;20150921;Pipkuh;Pipkuh;0.1;0.09;0;Eptser
HB3005;20150930;Myonat;Myosp;0.1;0.09;0;Orthoptera
HB257;20151008;Myonat;Myosp;0.1;0.09;0;Pipkuh
HC4006;20150918;Pipkuh;Pipkuh;0.1;0.092;0;Orthoptera
HB3004;20150919;Pleaus;Plesp;0.1;0.092;0;Orthoptera
HB6004;20150919;Pippip;Pippip;0.1;0.092;0;Orthoptera
HB505;20150924;Pipkuh;Pipkuh;0.1;0.094;0;Barbar
HB6008;20151009;Myodau;Myosp;0.1;0.094;0;Orthoptera
HB7003;20150924;Myoema;Myosp;0.1;0.094;0;Orthoptera
HC1008;20150926;Pleaus;Plesp;0.1;0.094;1;Plesp
HC4004;20150916;Eptser;Eptser;0.1;0.094;0;Orthoptera
HC7002;20150917;Myonat;Myosp;0.1;0.096;0;Barbar
TEA251;20150921;Pipkuh;Pipkuh;0.1;0.096;0;Eptser
HC502;20150918;Myonat;Myosp;0.1;0.096;0;Orthoptera
HB503;20150919;Nyclei;Nyclei;0.1;0.096;0;Orthoptera
EB502;20150919;Pipkuh;Pipkuh;0.1;0.096;0;Orthoptera
HC10005;20150927;Myonat;Myosp;0.1;0.096;0;Interference
HC3003;20150914;Myocap;Myosp;0.1;0.096;0;Pippip
HB10007;20151008;Myoema;Myosp;0.1;0.096;0;Pippip
HC3006;20150917;Pipkuh;Pipkuh;0.1;0.098;0;Orthoptera
EB502;20150918;Pleaus;Plesp;0.1;0.098;0;Orthoptera
HA5001;20150921;Nyclei;Nyclei;0.1;0.098;1;Nyclei
HB7003;20150923;Myodau;Myosp;0.1;0.098;0;Pippip
HB3006;20151001;Myodau;Myosp;0.1;0.098;0;Plesp
HC1006;20150917;Pleaus;Plesp;0.1;0.098;1;Plesp
TEB254;20150923;Pleaus;Plesp;0.1;0.098;1;Plesp
HB6004;20150919;Myonat;Myosp;0.1;0.1;0;Barbar
HB6003;20150913;Barbar;Barbar;0.1;0.1;0;Orthoptera
HC8006;20150927;Myocap;Myosp;0.1;0.1;0;Orthoptera
HC40010;20150928;Myonat;Myosp;0.1;0.1;0;Orthoptera
HB8004;20150929;Myonat;Myosp;0.1;0.1;1;Myosp
HB10001;20150919;Pleaus;Plesp;0.1;0.1;0;Interference
HC5005;20150926;Myodau;Myosp;0.1;0.1;0;Pippip
HC10008;20150929;Pipkuh;Pipkuh;0.1;0.1;0;Pippip
TEA251;20150922;Pipkuh;Pipkuh;0.1;0.1;0;Pippip
HC8006;20150927;Pippip;Pippip;0.1;0.1;1;Pippip
HC6003;20150918;Myonat;Myosp;0.1;0.1;0;Orthoptera
HC9007;20150927;Nycnoc;Nycnoc;0.2;0.102;0;Pippip
HB5004;20150924;Eptser;Eptser;0.2;0.104;0;Orthoptera
HB6004;20150919;Barbar;Barbar;0.2;0.106;1;Barbar
HC9005;20150925;Myonat;Myosp;0.2;0.106;0;Orthoptera
HB506;20150930;Myocap;Myosp;0.2;0.108;0;Barbar
HA5001;20150922;Nycnoc;Nycnoc;0.2;0.108;0;Orthoptera
HC10009;20151005;Barbar;Barbar;0.2;0.108;0;Orthoptera
HB2007;20151001;Barbar;Barbar;0.2;0.112;1;Barbar
HB6007;20151005;Pleaus;Plesp;0.2;0.114;0;Orthoptera
TEB253;20150918;Myoema;Myosp;0.2;0.114;1;Myosp
HC8006;20150927;Pippip;Pippip;0.2;0.114;1;Pippip
HC9005;20150925;Pippip;Pippip;0.2;0.114;1;Pippip
HC4004;20150917;Pipnat;Pipnat;0.2;0.116;0;Orthoptera
HC7004;20150913;Myonat;Myosp;0.2;0.116;1;Myosp
EB259;20151008;Myonat;Myosp;0.2;0.116;0;Pipkuh
HC1004;20150914;Pipkuh;Pipkuh;0.2;0.116;1;Pipkuh
HB7003;20150923;Nyclei;Nyclei;0.2;0.116;0;Pippip
HC4002;20150914;Nycnoc;Nycnoc;0.2;0.118;0;Orthoptera
HC505;20150926;Pipkuh;Pipkuh;0.2;0.118;1;Pipkuh
HB10007;20151008;Pippip;Pippip;0.2;0.12;1;Pippip
HC1004;20150914;Pipkuh;Pipkuh;0.2;0.122;1;Pipkuh
HA10002;20150922;Pippip;Pippip;0.2;0.122;1;Pippip
TEC2006;20150928;Pippip;Pippip;0.2;0.122;1;Pippip
HB6008;20151009;Pippip;Pippip;0.2;0.122;1;Pippip
HB257;20151009;Pippip;Pippip;0.2;0.122;1;Pippip
HC3006;20150916;Eptser;Eptser;0.2;0.122;0;Orthoptera
HB4008;20151008;Pleaus;Plesp;0.2;0.122;0;Orthoptera
HC7002;20150917;Barbar;Barbar;0.2;0.124;1;Barbar
HC10005;20150927;Eptser;Eptser;0.2;0.124;0;Orthoptera
HB10001;20150918;Nycnoc;Nycnoc;0.2;0.124;0;Orthoptera
HA6002;20150922;Barbar;Barbar;0.2;0.126;1;Barbar
HB256;20151009;Myodau;Myosp;0.2;0.126;1;Myosp
HB1004;20150924;Pippip;Pippip;0.2;0.126;1;Pippip
HB7005;20150930;Nyclei;Nyclei;0.2;0.128;0;Orthoptera
HA5001;20150922;Nyclei;Nyclei;0.2;0.128;1;Nyclei
EB259;20151008;Pleaur;Plesp;0.2;0.128;0;Pipkuh
HC9007;20150928;Pleaus;Plesp;0.2;0.13;0;Barbar
HB505;20150923;Pippip;Pippip;0.2;0.13;0;Interference
TEB257;20151002;Pleaus;Plesp;0.2;0.132;0;Barbar
HC10004;20150927;Myonat;Myosp;0.2;0.132;1;Myosp
HC10007;20150927;MyoGT;Myosp;0.2;0.132;0;Pipkuh
HC506;20150928;Pippip;Pippip;0.2;0.132;1;Pippip
HC3008;20150925;Pleaus;Plesp;0.2;0.132;1;Plesp
HC4009;20150925;Eptser;Eptser;0.2;0.134;1;Eptser
HA5001;20150922;Nyclei;Nyclei;0.2;0.134;1;Nyclei
HB6004;20150918;Pipkuh;Pipkuh;0.2;0.134;1;Pipkuh
HC10004;20150926;Barbar;Barbar;0.2;0.136;1;Barbar
TEA251;20150921;Eptser;Eptser;0.2;0.136;1;Eptser
HC9002;20150916;Pleaus;Plesp;0.2;0.136;0;Orthoptera
HB509;20151005;Eptser;Eptser;0.2;0.136;0;Pipkuh
HB3005;20150929;Pipkuh;Pipkuh;0.2;0.136;1;Pipkuh
HA7001;20150922;Pipkuh;Pipkuh;0.2;0.136;1;Pipkuh
HB4008;20151008;Eptser;Eptser;0.2;0.138;0;Myosp
HC5007;20151005;Nyclei;Nyclei;0.2;0.138;0;Pippip
HB504;20150918;Myocap;Myosp;0.2;0.14;1;Myosp
HC506;20150928;Barbar;Barbar;0.2;0.142;1;Barbar
HB7004;20150929;Pleaus;Plesp;0.2;0.142;0;Barbar
HA6002;20150922;Pippip;Pippip;0.2;0.142;1;Pippip
HC5003;20150917;Nycnoc;Nycnoc;0.2;0.144;0;Orthoptera
HC10009;20151004;Myonat;Myosp;0.2;0.144;0;Orthoptera
HB3004;20150918;MyoGT;Myosp;0.2;0.144;0;Pippip
HB5004;20150923;Pipkuh;Pipkuh;0.2;0.144;0;Pippip
HC4002;20150914;Pleaus;Plesp;0.2;0.144;1;Plesp
HB9005;20151001;Eptser;Eptser;0.2;0.146;1;Eptser
HC4009;20150925;Pleaus;Plesp;0.2;0.146;0;Eptser
HC6003;20150918;Nycnoc;Nycnoc;0.2;0.146;0;Orthoptera
HB9005;20151001;Eptser;Eptser;0.2;0.148;1;Eptser
HB10004;20151001;Pleaus;Plesp;0.2;0.148;0;Orthoptera
HC2005;20150917;Eptser;Eptser;0.2;0.148;0;Plesp
HC6006;20150929;Pleaus;Plesp;0.2;0.15;0;Barbar
HC3002;20150914;Pipkuh;Pipkuh;0.2;0.15;1;Pipkuh
HC8005;20150925;Pipkuh;Pipkuh;0.2;0.15;1;Pipkuh
TEC3002;20150925;Pippip;Pippip;0.2;0.15;1;Pippip
HC8004;20150924;Pippip;Pippip;0.2;0.15;1;Pippip
HC10001;20150925;Pippip;Pippip;0.2;0.152;0;Myosp
HB4007;20151006;Barbar;Barbar;0.2;0.152;0;Interference
HC40010;20150928;Pipnat;Pipnat;0.2;0.152;0;Pipkuh
HC8003;20150925;Pleaur;Plesp;0.2;0.152;1;Plesp
HB505;20150923;Pleaus;Plesp;0.2;0.154;0;Barbar
HB504;20150918;Myonat;Myosp;0.2;0.154;1;Myosp
HA5001;20150922;Nyclei;Nyclei;0.2;0.154;1;Nyclei
HC5003;20150917;Nyclei;Nyclei;0.2;0.154;1;Nyclei
HC7005;20150924;Nyclei;Nyclei;0.2;0.154;1;Nyclei
HB4008;20151008;Pipnat;Pipnat;0.2;0.154;1;Pipnat
HC6006;20150928;Pleaus;Plesp;0.2;0.154;0;Pippip
HB7007;20151009;Myoema;Myosp;0.2;0.156;1;Myosp
HC7002;20150916;Nyclei;Nyclei;0.2;0.156;0;Orthoptera
HC8008;20151004;Pipkuh;Pipkuh;0.2;0.158;0;Barbar
TEA251;20150921;Eptser;Eptser;0.2;0.158;1;Eptser
HC7002;20150916;Nycnoc;Nycnoc;0.2;0.158;0;Orthoptera
HB4008;20151008;Pleaur;Plesp;0.2;0.158;0;Pippip
HB503;20150918;Nycnoc;Nycnoc;0.2;0.158;0;Orthoptera
HC502;20150918;Nyclei;Nyclei;0.2;0.16;1;Nyclei
HC7003;20150916;Pipnat;Pipnat;0.2;0.16;0;Pipkuh
HC10008;20150928;Pippip;Pippip;0.2;0.16;1;Pippip
HC8004;20150924;Pippip;Pippip;0.2;0.16;1;Pippip
TEB254;20150923;Pleaus;Plesp;0.2;0.16;1;Plesp
HB9004;20151001;Barbar;Barbar;0.2;0.162;1;Barbar
HC10002;20150925;Barbar;Barbar;0.2;0.162;1;Barbar
HC7007;20150928;Nycnoc;Nycnoc;0.2;0.162;0;Orthoptera
HB4004;20150929;Pippip;Pippip;0.2;0.162;1;Pippip
HA5001;20150922;Nyclei;Nyclei;0.2;0.164;0;Orthoptera
TEC252;20150924;Eptser;Eptser;0.2;0.164;0;Orthoptera
HB503;20150919;Nycnoc;Nycnoc;0.2;0.164;0;Orthoptera
HC5003;20150916;Nycnoc;Nycnoc;0.2;0.164;0;Orthoptera
TEC2006;20150929;Nyclei;Nyclei;0.2;0.164;0;Interference
TEB253;20150918;Nycnoc;Nycnoc;0.2;0.164;0;Orthoptera
HB10001;20150918;Nyclei;Nyclei;0.2;0.164;0;Orthoptera
HB10001;20150918;Nycnoc;Nycnoc;0.2;0.164;0;Orthoptera
HB6004;20150918;Myoema;Myosp;0.2;0.164;0;Pipkuh
HB4007;20151005;Nycnoc;Nycnoc;0.2;0.164;0;Pippip
HC7002;20150916;Barbar;Barbar;0.2;0.164;0;Orthoptera
HC10009;20151004;Barbar;Barbar;0.2;0.166;1;Barbar
HB504;20150919;Barbar;Barbar;0.2;0.166;1;Barbar
HC9002;20150916;Nycnoc;Nycnoc;0.2;0.166;0;Orthoptera
HA5001;20150921;Pleaus;Plesp;0.2;0.166;0;Eptser
HC3007;20150914;Pipkuh;Pipkuh;0.2;0.166;0;Myosp
HA8001;20150922;Pleaus;Plesp;0.2;0.166;1;Plesp
TEB254;20150924;Barbar;Barbar;0.2;0.168;0;Interference
HB5004;20150924;Barbar;Barbar;0.2;0.168;0;Interference
HC2006;20150917;Eptser;Eptser;0.2;0.168;0;Interference
HB3004;20150918;Pleaus;Plesp;0.2;0.168;0;Interference
HC509;20151005;Pipnat;Pipnat;0.2;0.168;0;Pippip
TEC3005;20150928;Eptser;Eptser;0.2;0.17;1;Eptser
HB6007;20151005;Pipkuh;Pipkuh;0.2;0.17;1;Pipkuh
HB6004;20150918;Pipkuh;Pipkuh;0.2;0.17;1;Pipkuh
HC2005;20150916;Pipkuh;Pipkuh;0.2;0.17;1;Pipkuh
HB7003;20150923;Nycnoc;Nycnoc;0.2;0.17;0;Pippip
HB3008;20151008;Pipkuh;Pipkuh;0.2;0.17;0;Pippip
HC4009;20150926;Pleaus;Plesp;0.2;0.17;1;Plesp
HA5001;20150921;Pleaus;Plesp;0.2;0.17;1;Plesp
HC8002;20150918;Barbar;Barbar;0.2;0.172;1;Barbar
HA10001;20150921;Eptser;Eptser;0.2;0.172;0;Orthoptera
HC9007;20150927;Pleaus;Plesp;0.2;0.172;0;Orthoptera
EB1003;20150924;Pipkuh;Pipkuh;0.2;0.172;0;Orthoptera
HA5001;20150922;Eptser;Eptser;0.2;0.174;1;Eptser
HC8005;20150925;MyoGT;Myosp;0.2;0.174;0;Eptser
HB10001;20150918;Nyclei;Nyclei;0.2;0.174;0;Orthoptera
HC1004;20150914;Pipkuh;Pipkuh;0.2;0.174;1;Pipkuh
EB506;20151008;Pipnat;Pipnat;0.2;0.174;0;Pipkuh
HC7003;20150916;Pippip;Pippip;0.2;0.174;1;Pippip
HC3008;20150926;Nyclei;Nyclei;0.2;0.174;0;Plesp
HC10008;20150929;Pleaus;Plesp;0.2;0.174;1;Plesp
TEA251;20150921;Eptser;Eptser;0.2;0.176;1;Eptser
HA8001;20150921;Pipkuh;Pipkuh;0.2;0.176;0;Orthoptera
HC4004;20150917;Pipkuh;Pipkuh;0.2;0.176;0;Interference
HC8007;20150928;Pippip;Pippip;0.2;0.176;1;Pippip
HB5004;20150924;Pleaus;Plesp;0.2;0.178;0;Barbar
HC10010;20151005;Pipkuh;Pipkuh;0.2;0.178;0;Orthoptera
EB502;20150918;Pipkuh;Pipkuh;0.2;0.178;0;Orthoptera
HB10001;20150919;Nyclei;Nyclei;0.2;0.178;0;Orthoptera
HB2006;20150929;Nyclei;Nyclei;0.2;0.178;0;Pipkuh
HC1004;20150913;Pipkuh;Pipkuh;0.2;0.178;1;Pipkuh
HB257;20151008;Myoema;Myosp;0.2;0.178;0;Pippip
HA8001;20150921;Pippip;Pippip;0.2;0.178;1;Pippip
HB3004;20150919;Pleaus;Plesp;0.2;0.18;0;Orthoptera
HC9007;20150927;Eptser;Eptser;0.2;0.18;0;Interference
HB7002;20150924;Pipnat;Pipnat;0.2;0.18;0;Pipkuh
HB6007;20151005;Nycnoc;Nycnoc;0.2;0.18;0;Pippip
HA7001;20150921;Pleaus;Plesp;0.2;0.18;1;Plesp
HB509;20151005;Eptser;Eptser;0.2;0.182;0;Pipkuh
HC8006;20150927;Pipkuh;Pipkuh;0.2;0.182;1;Pipkuh
HC8005;20150925;Pipkuh;Pipkuh;0.2;0.182;1;Pipkuh
HA5001;20150921;Pipnat;Pipnat;0.2;0.182;0;Pipkuh
HC9008;20150928;MyoGT;Myosp;0.2;0.182;0;Pippip
HC10001;20150924;Pippip;Pippip;0.2;0.182;1;Pippip
HA5002;20150922;Barbar;Barbar;0.2;0.184;1;Barbar
HC8002;20150918;Barbar;Barbar;0.2;0.184;1;Barbar
HC10009;20151004;Eptser;Eptser;0.2;0.184;0;Orthoptera
HA6002;20150922;Nyclei;Nyclei;0.2;0.184;0;Orthoptera
HB256;20151009;Pipnat;Pipnat;0.2;0.184;0;bird
HB6006;20151002;Pipnat;Pipnat;0.2;0.184;0;Pipkuh
HB509;20151005;Pleaur;Plesp;0.2;0.184;0;Pipkuh
HC509;20151005;Pipkuh;Pipkuh;0.2;0.184;0;Pippip
HC8006;20150927;Pleaur;Plesp;0.2;0.184;1;Plesp
HB9004;20151001;Barbar;Barbar;0.2;0.186;1;Barbar
HB3005;20150929;Barbar;Barbar;0.2;0.186;1;Barbar
HB509;20151005;Myonat;Myosp;0.2;0.186;0;Pipkuh
TEA251;20150921;Eptser;Eptser;0.2;0.188;1;Eptser
HB10007;20151008;Eptser;Eptser;0.2;0.188;1;Eptser
HA5001;20150922;Nyclei;Nyclei;0.2;0.188;1;Nyclei
HB4007;20151006;Nycnoc;Nycnoc;0.2;0.188;0;Pippip
HB7004;20150929;Barbar;Barbar;0.2;0.19;1;Barbar
HB10001;20150919;Nyclei;Nyclei;0.2;0.19;0;Orthoptera
TEB254;20150923;Pleaus;Plesp;0.2;0.19;1;Plesp
HB10001;20150918;Barbar;Barbar;0.2;0.192;1;Barbar
HB10003;20150930;Nyclei;Nyclei;0.2;0.192;0;Interference
HC4003;20150917;Rhihip;Rhihip;0.2;0.192;0;Interference
HC40010;20150928;Pipnat;Pipnat;0.2;0.192;0;Pipkuh
HC10008;20150929;Pippip;Pippip;0.2;0.192;1;Pippip
HC10008;20150929;Pippip;Pippip;0.2;0.192;1;Pippip
HB10005;20151001;Barbar;Barbar;0.2;0.194;1;Barbar
TEB254;20150923;Barbar;Barbar;0.2;0.194;1;Barbar
TEA251;20150921;Eptser;Eptser;0.2;0.194;1;Eptser
HC1004;20150914;Myodau;Myosp;0.2;0.194;1;Myosp
HA5002;20150922;Nyclei;Nyclei;0.2;0.194;1;Nyclei
HB7002;20150924;Pipnat;Pipnat;0.2;0.194;0;Interference
HC509;20151005;Eptser;Eptser;0.2;0.194;0;Pipkuh
HC8006;20150927;Pippip;Pippip;0.2;0.194;1;Pippip
HB3008;20151008;Pippip;Pippip;0.2;0.194;1;Pippip
HC4004;20150916;Myonat;Myosp;0.2;0.194;0;Orthoptera
HC9007;20150927;Myodau;Myosp;0.2;0.196;0;Orthoptera
HC4009;20150925;Myonat;Myosp;0.2;0.196;1;Myosp
HB7004;20150929;Nycnoc;Nycnoc;0.2;0.196;0;Interference
HB4005;20151001;Nycnoc;Nycnoc;0.2;0.196;0;Pippip
HB4007;20151005;Nycnoc;Nycnoc;0.2;0.196;0;Pippip
TEA251;20150921;Eptser;Eptser;0.2;0.198;1;Eptser
TEB257;20151001;Myocap;Myosp;0.2;0.198;1;Myosp
HA5001;20150922;Nyclei;Nyclei;0.2;0.198;1;Nyclei
HC5003;20150916;Nycnoc;Nycnoc;0.2;0.198;0;Orthoptera
HB6004;20150919;Myoema;Myosp;0.2;0.198;0;Pippip
HC10001;20150924;Nycnoc;Nycnoc;0.2;0.198;0;Pippip
HC7005;20150924;Nyclei;Nyclei;0.2;0.198;0;Orthoptera
HB506;20150930;Barbar;Barbar;0.2;0.2;1;Barbar
HB7007;20151009;Myodau;Myosp;0.2;0.2;1;Myosp
HC5003;20150916;Nycnoc;Nycnoc;0.2;0.2;0;Orthoptera
HC3004;20150917;Nyclei;Nyclei;0.2;0.2;0;Orthoptera
HB5008;20151006;Nycnoc;Nycnoc;0.2;0.2;0;Pippip
HB3004;20150919;Nycnoc;Nycnoc;0.3;0.202;0;Orthoptera
HB10005;20151001;Myodau;Myosp;0.3;0.202;1;Myosp
HC6003;20150917;Nycnoc;Nycnoc;0.3;0.202;0;Orthoptera
HC7005;20150924;Nyclei;Nyclei;0.3;0.202;0;Orthoptera
HC10007;20150927;Pleaus;Plesp;0.3;0.202;1;Plesp
HA8002;20150922;Barbar;Barbar;0.3;0.204;1;Barbar
TEB253;20150919;Barbar;Barbar;0.3;0.204;1;Barbar
HC1008;20150925;Pipnat;Pipnat;0.3;0.204;0;Interference
HC5003;20150917;Nycnoc;Nycnoc;0.3;0.204;0;Orthoptera
HC503;20150925;Nyclei;Nyclei;0.3;0.204;0;Orthoptera
HC6003;20150917;Pipnat;Pipnat;0.3;0.204;0;Pipkuh
EB502;20150918;Pleaus;Plesp;0.3;0.204;1;Plesp
HC501;20150917;MyoGT;Myosp;0.3;0.206;1;Myosp
HC10008;20150929;Pippip;Pippip;0.3;0.206;1;Pippip
TEB253;20150919;Barbar;Barbar;0.3;0.208;1;Barbar
HB10003;20150929;Eptser;Eptser;0.3;0.208;1;Eptser
HB10001;20150918;Nycnoc;Nycnoc;0.3;0.208;0;Orthoptera
HC8006;20150927;Eptser;Eptser;0.3;0.208;0;Pipkuh
HB10007;20151008;Pipkuh;Pipkuh;0.3;0.208;1;Pipkuh
HB10007;20151008;Pipnat;Pipnat;0.3;0.208;0;Pipkuh
HB6008;20151009;Pippip;Pippip;0.3;0.208;1;Pippip
HB3006;20151001;Nyclei;Nyclei;0.3;0.21;0;Orthoptera
HC10007;20150927;Eptser;Eptser;0.3;0.21;0;Plesp
TEA251;20150921;Pipkuh;Pipkuh;0.3;0.212;0;Eptser
HB505;20150924;Pleaus;Plesp;0.3;0.212;1;Plesp
HB4007;20151005;Nycnoc;Nycnoc;0.3;0.214;0;Pippip
HC1004;20150913;Pipkuh;Pipkuh;0.3;0.216;1;Pipkuh
TEA251;20150922;Pleaus;Plesp;0.3;0.216;0;Pippip
HC9007;20150927;Pleaus;Plesp;0.3;0.216;0;Pippip
HB6007;20151005;Barbar;Barbar;0.3;0.218;1;Barbar
HC9002;20150916;Nyclei;Nyclei;0.3;0.218;0;Orthoptera
HB10001;20150919;Nyclei;Nyclei;0.3;0.218;0;Orthoptera
HB4007;20151006;Nycnoc;Nycnoc;0.3;0.218;0;Pippip
HC9002;20150917;Pipkuh;Pipkuh;0.3;0.22;0;Barbar
HC506;20150928;Pipkuh;Pipkuh;0.3;0.22;0;Barbar
HC9002;20150916;Nyclei;Nyclei;0.3;0.22;0;Orthoptera
HC7003;20150917;Barbar;Barbar;0.3;0.22;0;Interference
HC7003;20150917;Myodau;Myosp;0.3;0.22;0;Interference
HC5003;20150916;Nycnoc;Nycnoc;0.3;0.22;0;Orthoptera
HC8003;20150924;Pipnat;Pipnat;0.3;0.22;0;Pipkuh
HC8003;20150924;Pleaus;Plesp;0.3;0.22;1;Plesp
HB10004;20150930;Eptser;Eptser;0.3;0.222;0;Barbar
HB6005;20150924;Pipnat;Pipnat;0.3;0.222;0;Orthoptera
HB4004;20150929;Myodau;Myosp;0.3;0.222;1;Myosp
HC251;20150924;Pipnat;Pipnat;0.3;0.222;0;Pipkuh
HC10005;20150926;Barbar;Barbar;0.3;0.224;1;Barbar
HC4004;20150917;Pipkuh;Pipkuh;0.3;0.224;0;Orthoptera
HB4008;20151008;Pipnat;Pipnat;0.3;0.224;1;Pipnat
HB4007;20151005;Nycnoc;Nycnoc;0.3;0.224;0;Pippip
HB10007;20151009;Myoema;Myosp;0.3;0.226;1;Myosp
TEA251;20150921;Nyclei;Nyclei;0.3;0.226;1;Nyclei
HA5002;20150922;Nyclei;Nyclei;0.3;0.226;1;Nyclei
EC1006;20150913;Nyclei;Nyclei;0.3;0.226;1;Nyclei
HB8005;20151001;Pleaus;Plesp;0.3;0.226;1;Plesp
HC3003;20150914;Eptser;Eptser;0.3;0.228;0;Myosp
HC3002;20150914;Myocap;Myosp;0.3;0.23;0;Barbar
HB6008;20151008;Myocap;Myosp;0.3;0.23;1;Myosp
HC8006;20150927;Pipkuh;Pipkuh;0.3;0.23;1;Pipkuh
HB6005;20150924;Pipnat;Pipnat;0.3;0.232;0;Interference
HB4008;20151008;Pipnat;Pipnat;0.3;0.232;1;Pipnat
HB9007;20151008;Pipnat;Pipnat;0.3;0.232;1;Pipnat
HB1004;20150924;Pippip;Pippip;0.3;0.232;1;Pippip
HC10004;20150926;Barbar;Barbar;0.3;0.236;1;Barbar
HB1007;20151001;Eptser;Eptser;0.3;0.236;1;Eptser
TEA251;20150921;Eptser;Eptser;0.3;0.236;1;Eptser
HC10001;20150924;Myoema;Myosp;0.3;0.236;1;Myosp
HB10001;20150918;Nyclei;Nyclei;0.3;0.236;0;Orthoptera
HC10006;20150927;Nycnoc;Nycnoc;0.3;0.236;0;Orthoptera
HC509;20151005;Pipnat;Pipnat;0.3;0.236;0;Pippip
HB7003;20150924;Pippip;Pippip;0.3;0.236;1;Pippip
HC2005;20150916;Pipkuh;Pipkuh;0.3;0.238;1;Pipkuh
HC10001;20150925;Nycnoc;Nycnoc;0.3;0.238;0;Pippip
HB1004;20150924;Pippip;Pippip;0.3;0.238;1;Pippip
HB6008;20151009;Myoema;Myosp;0.3;0.24;1;Myosp
HB4007;20151006;Nycnoc;Nycnoc;0.3;0.24;0;Pippip
TEB254;20150923;Pippip;Pippip;0.3;0.24;1;Pippip
HC3003;20150914;Myonat;Myosp;0.3;0.242;1;Myosp
EC1006;20150913;Myonat;Myosp;0.3;0.242;1;Myosp
HB10003;20150929;Nyclei;Nyclei;0.3;0.242;1;Nyclei
HC4009;20150925;Pleaur;Plesp;0.3;0.242;1;Plesp
HB9004;20151001;Pleaus;Plesp;0.3;0.242;1;Plesp
HB10001;20150919;Pleaus;Plesp;0.3;0.242;1;Plesp
HA5001;20150922;Eptser;Eptser;0.3;0.244;1;Eptser
HC6006;20150928;Pipnat;Pipnat;0.3;0.244;0;Pippip
TEC252;20150924;Pippip;Pippip;0.3;0.244;1;Pippip
HA5001;20150921;Pleaus;Plesp;0.3;0.244;1;Plesp
HC502;20150917;Barbar;Barbar;0.3;0.246;1;Barbar
EB506;20151008;Pleaus;Plesp;0.3;0.246;0;Barbar
HB10005;20151001;Eptser;Eptser;0.3;0.246;1;Eptser
HC2005;20150916;Nyclei;Nyclei;0.3;0.246;0;Orthoptera
HC2005;20150916;Myomys;Myosp;0.3;0.246;1;Myosp
HB6005;20150924;Pipnat;Pipnat;0.3;0.246;0;Interference
HC10005;20150927;Nyclei;Nyclei;0.3;0.246;0;Orthoptera
HC8005;20150925;Pipkuh;Pipkuh;0.3;0.246;1;Pipkuh
HC10001;20150924;Nycnoc;Nycnoc;0.3;0.246;0;Pippip
HC4002;20150914;Pleaus;Plesp;0.3;0.246;1;Plesp
HC509;20151004;Pipkuh;Pipkuh;0.3;0.248;1;Pipkuh
HC8005;20150926;Pipkuh;Pipkuh;0.3;0.248;1;Pipkuh
EB259;20151008;Pipnat;Pipnat;0.3;0.248;0;Pipkuh
TEB254;20150923;Pippip;Pippip;0.3;0.248;1;Pippip
TEA251;20150921;Eptser;Eptser;0.3;0.25;1;Eptser
HC4004;20150917;Pipkuh;Pipkuh;0.3;0.25;0;Orthoptera
TEC3005;20150928;Pipkuh;Pipkuh;0.3;0.25;1;Pipkuh
HC7003;20150917;Pleaus;Plesp;0.3;0.25;0;Pippip
HB6006;20151002;Barbar;Barbar;0.3;0.252;1;Barbar
HC7005;20150924;Myodau;Myosp;0.3;0.252;1;Myosp
HB3008;20151008;Pipkuh;Pipkuh;0.3;0.252;0;Myosp
HA5002;20150922;Nyclei;Nyclei;0.3;0.252;1;Nyclei
HC10001;20150924;Eptser;Eptser;0.3;0.254;1;Eptser
HC4002;20150914;Nyclei;Nyclei;0.3;0.254;1;Nyclei
HA8001;20150921;Pipkuh;Pipkuh;0.3;0.254;1;Pipkuh
HB503;20150918;Nycnoc;Nycnoc;0.3;0.254;0;Orthoptera
HB6004;20150919;Barbar;Barbar;0.3;0.256;1;Barbar
HC6003;20150918;Barbar;Barbar;0.3;0.256;1;Barbar
EB502;20150919;Eptser;Eptser;0.3;0.256;1;Eptser
HC8005;20150926;Myodau;Myosp;0.3;0.256;1;Myosp
HA10002;20150922;Myoema;Myosp;0.3;0.256;1;Myosp
HC5003;20150916;Nycnoc;Nycnoc;0.3;0.256;1;Nycnoc
HC1004;20150914;Pipkuh;Pipkuh;0.3;0.256;1;Pipkuh
HB4007;20151005;Nycnoc;Nycnoc;0.3;0.256;0;Pippip
