ID;date;distforest;disturban;distwetland;x93;y93;hedgerowlength;edgetype
TEB2006;20151001;189.3460018;228.211328;392.5765237;2.388339051;68.37120164;2130.434725;openarea
TEB2007;20151005;184.2084899;278.935474;1845.238779;2.940895288;68.39210909;4005.532942;openarea
TEB251;20150907;123.2137795;229.1346053;360.5847252;4.059298767;66.9344359;2844.99241;openarea
TEB252;20150909;1320.741317;356.8315456;462.5569177;4.234161579;66.78071619;4472.765546;openarea
TEB253;20150918;865.1128309;488.2432607;766.4988635;3.874009687;67.25490453;2598.174402;openarea
TEB254;20150923;222.4146804;432.4725789;408.8753124;2.728155077;67.83943616;5089.645424;openarea
TEB255;20150929;124.5118862;380.5604858;945.8726738;2.94664991;67.95163279;6673.423429;openarea
TEB256;20150930;618.9813979;248.5777611;352.1264623;2.613312456;68.2283641;3284.684746;openarea
TEB257;20151001;294.4789847;501.2487072;1093.273479;2.36474535;68.37602524;3685.884535;openarea
TEB258;20151008;946.9689996;150.2160223;376.7692539;3.956708002;66.66358121;4748.772889;openarea
TEB259;20151008;759.8275648;125.1003781;318.9630833;3.963682902;66.66825935;6130.03585;openarea
TEB501;20150912;1397.278359;201.5732017;44.32650524;4.237298678;66.7760632;5416.437097;openarea
TEB502;20150918;633.9404653;259.089136;520.7997107;3.857715231;67.25355262;1950.71951;openarea
TEB503;20150930;55.44977887;318.1473504;600.8421035;2.618068667;68.23274067;3811.233322;openarea
TEB504;20151001;724.2919845;542.2453709;683.4761432;2.354759607;68.39789;2719.242051;openarea
TEB505;20151005;157.4570433;185.9998806;1727.82903;2.939728422;68.39067927;4176.599574;openarea
TEB506;20151008;1733.963565;183.8913121;58.21885147;3.974750051;66.66561911;4504.456224;openarea
TEC1001;20150908;177.9060571;363.2987333;939.4595624;4.11058093;66.86705601;655.3809499;openarea
TEC1002;20150909;453.4553685;503.7161368;447.1193453;4.129174074;66.84171659;1199.590316;openarea
TEC1003;20150912;926.1658298;83.04813248;673.3549454;4.307947358;66.84695826;2793.591979;openarea
TEC1004;20150913;991.8280266;313.0944382;843.2417494;4.306343084;66.84872658;2804.268385;openarea
TEC1005;20150917;1460.206963;413.4548605;156.5518335;3.771194578;67.09358829;1172.392459;openarea
TEC1006;20150913;1015.814202;405.2870911;990.9812715;4.305856864;66.85494218;4431.465957;openarea
TEC1007;20150927;160.0438469;659.5176248;281.1093792;2.563143792;68.00617145;2059.142404;openarea
TEC1008;20151004;374.8729664;135.8388357;1392.376192;2.993924417;68.27593772;1683.580941;openarea
TEC2001;20150912;684.2394184;479.6909733;693.9787918;4.310076373;66.85644103;2216.464222;openarea
TEC2002;20150917;2263.345209;568.8295076;215.030882;3.840736989;67.14630802;1024.051513;openarea
TEC2003;20150923;223.0205249;212.3720227;623.4475695;2.716578451;67.83649106;2365.896408;openarea
TEC2004;20150925;677.4678764;429.3765665;722.9238609;2.684358159;67.76779388;1763.708059;openarea
TEC2005;20150927;352.4482532;410.2180051;275.0852322;2.602015221;68.0003437;2776.173935;openarea
TEC2006;20150928;162.1742929;199.8850379;611.5948363;2.764922859;67.94197246;1726.83621;openarea
TEC2007;20150929;752.1052449;677.8683459;697.8001972;2.922229541;67.91318209;962.5800085;openarea
TEC2008;20151004;561.4588;154.5397142;666.2491213;3.000636361;68.28688654;2762.15107;openarea
TEC252;20150924;1022.283173;210.0097314;934.358488;2.680208389;67.76461212;4786.571167;openarea
TEC253;20150926;756.8937879;150.3746497;616.6719839;2.582300116;67.98475864;3565.673685;openarea
TEC3001;20150924;436.1769373;286.8652711;386.7326242;2.739015148;67.85308357;1533.960262;openarea
TEC3002;20150925;1085.730838;335.4643109;449.2627944;2.705604981;67.77131091;1352.568184;openarea
TEC3003;20150926;455.3130414;486.4562894;574.0825722;2.622239802;68.00578523;2258.164081;openarea
TEC3004;20150926;737.7531984;276.999105;276.4181647;2.563778173;67.99793601;2135.565827;openarea
TEC3005;20150928;403.011623;177.9868652;751.4766047;2.799067659;67.99972411;2331.584555;openarea
TEC501;20150909;64.25716744;395.8356522;1069.231881;4.114650884;66.86513952;1756.732446;openarea
TEC502;20150916;1759.84465;111.4413954;228.3579547;3.772982745;67.09772214;798.9390532;openarea
TEC503;20150917;1112.221163;298.6492616;442.4728372;3.822444896;67.16107487;3394.919544;openarea
TEC504;20150913;531.9163918;608.0616477;478.3286289;4.310400364;66.85256767;3967.633579;openarea
TEC505;20150925;143.3433947;693.0513029;615.0219652;2.744676913;67.72851487;2427.3665;openarea
TEC506;20150927;365.1862978;486.7353558;559.7901895;2.624208683;68.00455427;2805.552686;openarea
TEC507;20150928;467.1930714;294.1478451;465.7945492;2.681000543;67.91845764;4710.210257;openarea
TEC508;20151004;282.0082807;132.6777605;334.2096835;2.999594399;68.26480483;840.6579964;openarea
